Title,Location,Price,Bedrooms,Bathrooms,Toilets,Agent,DateAdded,ImageURL,URL
Newly Built And Smart 5 Bedroom Detached Duplex In A Gated Estate,"Lekki Phase 1, Lekki, Lagos","₦1,100,000,000",5 Bed,6 Bath,6 Toilet,"De Itj Realty Company

  09035137760",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2905359/068408ba0ac3c9-newly-built-nd-smart-5bed-detached-duplex-in-a-gated-estate-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2905359-newly-built-and-smart-5-bedroom-detached-duplex-in-a-gated-estate
Massive 4 Bedroom Detached Duplex With Bq,"Orchid Road Lekki Lagos, Lekki, Lagos","₦270,000,000",4 Bed,4 Bath,4 Toilet,"Cnl Homes Ltd

  07034465109",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922824/0684ed3c4897c3-massive-4-bedroom-detached-duplex-with-bq-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922824-massive-4-bedroom-detached-duplex-with-bq
Gorgeous 4 Bedroom Semi Detached Duplex,"Chevron Drive, Lekki, Lagos","₦200,000,000",4 Bed,,,"Makseedhomes.realtornigeria.com

  08083843273",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922822/0684ed1f13f3a7-gorgeous-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/2922822-gorgeous-4-bedroom-semi-detached-duplex
"Magnificent 5 Bedroom Fully Detached Duplex With Swimming Pool, Invert","Within A Highly Sought After Estate, Ajah, Lekki, Lagos","₦225,000,000",5 Bed,5 Bath,6 Toilet,"Marketbooy Realty

  08075000582",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922813/0684ecf8a582f1-magnificent-5-bedroom-fully-detached-duplex-with-swimming-pool-invert-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922813-magnificent-5-bedroom-fully-detached-duplex-with-swimming-pool-invert
4 Bedroom Semi Detached,"Lekki Phase1, Lekki, Lagos","₦550,000,000",4 Bed,4 Bath,,"Anthrust Properties

  08034973331",Added Yesterday,https://images.nigeriapropertycentre.com/properties/images/thumbs/2921796/0684daf054ad07-4-bedroom-semi-detached-semi-detached-duplexes-for-sale-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/2921796-4-bedroom-semi-detached
4 Bedroom Terrace Duplex With Bq,"Paradise 3 Chevron, Lekki, Lagos","₦150,000,000",4 Bed,4 Bath,5 Toilet,"Anthrust Properties

  08034973331",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2918456/0684b32a06f3d8-4-bedroom-terrace-duplex-with-bq-terraced-duplexes-for-sale-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/2918456-4-bedroom-terrace-duplex-with-bq
Ravishing 4 Bedrooms Terraced Duplex With Bq & Pool In A Serene Area,"Ikate, Lekki, Lagos","₦280,000,000",4 Bed,4 Bath,5 Toilet,"Idealplace_properties

  08136522011",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2866992/06823447c0405b-ravishing-4-bedroom-terrace-duplex-w-bq-pool-in-a-serene-area-terraced-duplexes-for-sale-ikate-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/2866992-ravishing-4-bedrooms-terraced-duplex-with-bq-pool-in-a-serene-area
Luxury 4 Bedroom Detached Duplex With Bq,"Ikota Lekki Lagos, Ikota, Lekki, Lagos","₦190,000,000",4 Bed,4 Bath,4 Toilet,"Cnl Homes Ltd

  07034465109",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922815/0684ed1385f1f5-luxury-4-bedroom-detached-duplex-with-bq-detached-duplexes-for-sale-ikota-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2922815-luxury-4-bedroom-detached-duplex-with-bq
Decent 4 Bedroom Semi Detached Home,"Ikota, Lekki, Lagos","₦125,000,000",4 Bed,,,"Makseedhomes.realtornigeria.com

  08083843273",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922810/0684ecec3b7df1-decent-4-bedroom-semi-detached-home-semi-detached-duplexes-for-sale-ikota-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikota/2922810-decent-4-bedroom-semi-detached-home
4 Bedroom Semidetached Duplex With Bq,"Ologolo Lekki Lagos, Ologolo, Lekki, Lagos","₦200,000,000",4 Bed,4 Bath,4 Toilet,"Cnl Homes Ltd

  07034465109",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922826/0684ed4c20a16a-4-bedroom-semidetached-duplex-with-bq-semi-detached-duplexes-for-sale-ologolo-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ologolo/2922826-4-bedroom-semidetached-duplex-with-bq
Neatly Used 4 Bedrooms Detached House With A Bq,"Harris Drive, By Vgc Estate, Lekki, Lagos., VGC, Lekki, Lagos","₦190,000,000",4 Bed,4 Bath,5 Toilet,"Flathood Realty

  +2348067456751",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922808/0684eccf145791-neatly-used-4-bedrooms-detached-house-with-a-bq-detached-duplexes-for-sale-victoria-garden-city-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/victoria-garden-city/2922808-neatly-used-4-bedrooms-detached-house-with-a-bq
Contemporary 5 Bedroom Detached Duplex With Bq In A Secured Estate,"Osapa, Lekki, Lagos","₦1,600,000,000",5 Bed,5 Bath,6 Toilet,"Idealplace_properties

  08136522011",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2902752/0683ee72e5b8fa-contemporary-5-bedroom-detached-duplex-with-bq-in-a-secured-estate-detached-duplexes-for-sale-osapa-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2902752-contemporary-5-bedroom-detached-duplex-with-bq-in-a-secured-estate
6 Bedrooms Fully Furnished Fully Detached Duplex,"Pinnock Beach Estate Osapa London, Osapa, Lekki, Lagos","₦1,600,000,000",6 Bed,6 Bath,7 Toilet,"Interiorscapes Integrated Services

  08168587007",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2912453/06847080b09c38-6-bedrooms-fully-furnished-fully-detached-duplexi-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2912453-6-bedrooms-fully-furnished-fully-detached-duplex
Exquisitely Built 5 Bedroom Fully Detached Duplex With Rooftop Terrace,"Close Proximity To Pinnock Beach Estate,, Osapa, Lekki, Lagos","₦380,000,000",5 Bed,5 Bath,6 Toilet,"Marketbooy Realty

  08075000582",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922811/0684eceea669b4-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922811-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace
"Exquisitely Built 5 Bedroom Fully Detached Duplex With Cinema,elevator","Osapa, Lekki, Lagos","₦850,000,000",5 Bed,5 Bath,6 Toilet,"Marketbooy Realty

  08075000582",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922809/0684ece64a1b5b-exquisitely-built-5-bedroom-fully-detached-duplex-with-cinemaelevator-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922809-exquisitely-built-5-bedroom-fully-detached-duplex-with-cinemaelevator
Magnificent 4 Bedroom Semidetached Duplex With Bq,"Agungi Lekki Lagos, Agungi, Lekki, Lagos","₦280,000,000",4 Bed,4 Bath,4 Toilet,"Cnl Homes Ltd

  07034465109",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922806/0684eccd494e2d-magnificent-4-bedroom-semidetached-duplex-with-bq-semi-detached-duplexes-for-sale-agungi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/agungi/2922806-magnificent-4-bedroom-semidetached-duplex-with-bq
Iconic 7 Bedroom Fully Detached Duplex In A Secured Estate,"Banana Island, Banana Island, Ikoyi, Lagos","$7,500,000",7 Bed,8 Bath,8 Toilet,"Interiorscapes Integrated Services

  08168587007",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922821/0684ed23c2b18b-iconic-7-bedroom-fully-detached-duplex-in-a-secured-estate-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2922821-iconic-7-bedroom-fully-detached-duplex-in-a-secured-estate
"Waterview 5 Bedroom Terraced Duplex With Swimming Pool, Gym And Bq","Banana Island, Banana Island, Ikoyi, Lagos","$2,000,000",5 Bed,6 Bath,6 Toilet,"Interiorscapes Integrated Services

  08168587007",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922818/0684ed10701bbb-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq-terraced-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/banana-island/2922818-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq
"Aesthetically Pleasing 5 Bedroom Fully Detached Duplex With Bq, Pool","Ajah, Lagos","₦350,000,000",5 Bed,5 Bath,6 Toilet,"Close With Marketbooy

  08075000582",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2797076/067ebbc21d30a0-aesthetically-pleasing-5-bedroom-fully-detached-duplex-with-bqpool-detached-duplexes-for-sale-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2797076-aesthetically-pleasing-5-bedroom-fully-detached-duplex-with-bq-pool
Luxury 5bedroom Fully Detached Duplex,"Ajah, Lagos","₦280,000,000",5 Bed,,,"Tenzcap Properties

  09061448103",Added Yesterday,https://images.nigeriapropertycentre.com/properties/images/thumbs/2921995/0684dcf251bdfb-luxury-5bedroom-fully-detached-duplex-detached-duplexes-for-sale-ajah-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2921995-luxury-5bedroom-fully-detached-duplex
4 Bedrooms Semi Detached Duplex Without A Bq,"Ajah, Lagos","₦115,000,000",4 Bed,4 Bath,5 Toilet,"Jossy Divine Properties Nig Ltd

  09064405649",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2919926/0684c36cb5e47a-4-bedrooms-semi-detached-duplex-without-a-bq-semi-detached-duplexes-for-sale-ajah-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2919926-4-bedrooms-semi-detached-duplex-without-a-bq
Exquisitely Built 4 Bedroom Semi Detached Duplex With Bq,"Omole Phase 1, Ikeja, Lagos","₦350,000,000",4 Bed,5 Bath,5 Toilet,"Edgeline Properties Limited

  07088739045",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2899222/0683c6037b8662-exquisitely-built-4-bedroom-semi-detached-duplex-with-bq-semi-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/omole-phase-1/2899222-exquisitely-built-4-bedroom-semi-detached-duplex-with-bq
4 Bedroom Fully Detached Duplex With Swimming Pool,"4 Bedroom Fully Detached Duplex With Swimming Pool In Oniru, Victoria Island (VI), Lagos","₦550,000,000",4 Bed,4 Bath,5 Toilet,"Bona Realty

  08113852843",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922774/0684ebf9664e18-4-bedroom-fully-detached-duplex-with-swimming-pool-detached-duplexes-for-sale-victoria-island-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/2922774-4-bedroom-fully-detached-duplex-with-swimming-pool
Beautiful 4 Bedroom Fully Detached Duplex,"Chevrom, Lekki, Lagos","₦260,000,000",4 Bed,4 Bath,,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922796/0684ec5029cd68-beautiful-4-bedroom-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922796-beautiful-4-bedroom-fully-detached-duplex
Beautiful 5 Fully Detached Duplex,"2nd Toll Gate, Lekki, Lagos","₦420,000,000",5 Bed,5 Bath,6 Toilet,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922793/0684ec3cb33502-beautiful-5-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922793-beautiful-5-fully-detached-duplex
Beautiful 5 Bedroom Fully Detached Duplex,"2nd Toll Gate, Lekki, Lagos","₦450,000,000",5 Bed,5 Bath,,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922786/0684ec21f5d017-beautiful-5-bedroom-fully-detached-duplex-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922786-beautiful-5-bedroom-fully-detached-duplex
Well Structured 4 Bedroom Semi Detached Duplex,"2nd Toll Gate, Lekki, Lagos","₦200,000,000",4 Bed,4 Bath,,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922781/0684ec160cf83d-well-structured-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/2922781-well-structured-4-bedroom-semi-detached-duplex
Luxury 5 Bedroom Fully Detached With Bq,"Exquisite And Luxurious 5 Bedroom Duplex Located In Chevron, Lekki, Lagos","₦380,000,000",5 Bed,5 Bath,6 Toilet,"Arab Space

  07048957692",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922769/0684ebe7c23d1f-luxury-5-bedroom-fully-detached-with-bq-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/2922769-luxury-5-bedroom-fully-detached-with-bq
Luxurious 5 Bedroom Fully Detached Duplex With A Pool And Bq,"Fabulous 4 Bedroom Duplex In Chevron With A Call To Access, Lekki, Lagos","₦400,000,000",5 Bed,5 Bath,6 Toilet,"Arab Space

  07048957692",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922763/0684ebd699ce17-luxurious-5-bedroom-fully-detached-duplex-with-a-pool-and-bq-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/2922763-luxurious-5-bedroom-fully-detached-duplex-with-a-pool-and-bq
"Exceptional 5-bedroom Fully Detached Duplex With Elevator, Cinema","Osapa London, Lekki, Lagos","₦850,000,000",5 Bed,5 Bath,6 Toilet,"Tomaqproperties

  08147606561",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922749/0684eba3a7705c-exceptional-5-bedroom-fully-detached-duplex-with-elevator-cinema-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922749-exceptional-5-bedroom-fully-detached-duplex-with-elevator-cinema
A Sharp 4 Bedroom  Luxury Terrace Styled Duplex  + Bq,"A Sharp 4 Bedroom  Luxury Terrace Styled Duplex  + Bq, Ikota, Lekki, Lagos","₦150,000,000",4 Bed,4 Bath,5 Toilet,"Mogral_realty

  07081669260",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922771/0684ebf0543bc6-a-sharp-4-bedroom-luxury-terrace-styled-duplex-bq-terraced-duplexes-for-sale-ikota-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/2922771-a-sharp-4-bedroom-luxury-terrace-styled-duplex-bq
"Exquisitely Built 5 Bed Duplex With Cinema,rooftop Terrace, Pool & Gym","Exquisitely Built 5 Bed Duplex With Cinema,rooftop Terrace, Pool & Gym, Osapa, Lekki, Lagos","₦1,200,000,000",5 Bed,5 Bath,6 Toilet,"Bona Realty

  08113852843",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922787/0684ec24258665-exquisitely-built-5-bed-duplex-with-cinemarooftop-terrace-pool-gym-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922787-exquisitely-built-5-bed-duplex-with-cinemarooftop-terrace-pool-gym
"Exquisitely Built 5 Bed Duplex With Cinema,elevator, Pool & Gym","Exquisitely Built 5 Bed Duplex With Cinema,elevator, Pool & Gym, Osapa, Lekki, Lagos","₦850,000,000",5 Bed,5 Bath,6 Toilet,"Bona Realty

  08113852843",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922782/0684ec1656f199-exquisitely-built-5-bed-duplex-with-cinemaelevator-pool-gym-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922782-exquisitely-built-5-bed-duplex-with-cinemaelevator-pool-gym
"Elegantly Built 5 Home With Swimming Pool, Cinema, Gym And Rooftop","Elegantly Built 5 Home With Swimming Pool, Cinema, Gym And Rooftop, Lekki Phase 1, Lekki, Lagos","₦1,100,000,000",5 Bed,5 Bath,6 Toilet,"Bona Realty

  08113852843",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922778/0684ec0854412f-elegantly-built-5-home-with-swimming-pool-cinema-gym-and-rooftop-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2922778-elegantly-built-5-home-with-swimming-pool-cinema-gym-and-rooftop
Massive Luxurious Styled 4bdr Fully Automated  Terrace  + Bq,"Massive Luxurious Styled 4bdr Fully Automated  Terrace  + Bq, Lekki Phase 1, Lekki, Lagos","₦430,000,000",4 Bed,4 Bath,5 Toilet,"Mogral_realty

  07081669260",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922768/0684ebe324160f-massive-luxurious-styled-4bdr-fully-automated-terrace-bq-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/2922768-massive-luxurious-styled-4bdr-fully-automated-terrace-bq
5bedroom Duplex On 3floor... In An Estate,"In An Estate, Lekki Phase 1, Lekki, Lagos","₦1,000,000,000",5 Bed,6 Bath,6 Toilet,"Pay-formi

  +2349131126318",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922751/0684ebb2d59410-5bedroom-duplex-on-3floor-in-an-estate-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2922751-5bedroom-duplex-on-3floor-in-an-estate
Exquisite 4 Bedroom Detached Duplex,"Banana Island, Ikoyi, Lagos","₦3,500,000,000",4 Bed,4 Bath,,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922767/0684ebdedc8f7d-exquisite-4-bedroom-detached-duplex-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2922767-exquisite-4-bedroom-detached-duplex
Beautiful 5 Bedroom Terrace Duplex,"Banana Island, Ikoyi, Lagos","$2,000,000",5 Bed,5 Bath,6 Toilet,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922760/0684ebd17840c5-beautiful-5-bedroom-terrace-duplex-terraced-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/banana-island/2922760-beautiful-5-bedroom-terrace-duplex
Iconic 7 Bedroom Water Front Home,"Banana Island, Ikoyi, Lagos","$2,000,000",7 Bed,8 Bath,,"Sontrendhomes

  09131842324",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922755/0684ebbb897466-iconic-7-bedroom-water-front-home-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2922755-iconic-7-bedroom-water-front-home
Luxury Furnished 3 Bedroom Apartment With Exceptional Finishing,"Ogba, Ikeja, Lagos","₦127,500,000",3 Bed,4 Bath,4 Toilet,"Bproperty_nigeria

  09063787603",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922761/0684ebd8b2c2b6-luxury-furnished-3-bedroom-apartment-with-exceptional-finishing-for-sale-ogba-ikeja-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/ikeja/ogba/2922761-luxury-furnished-3-bedroom-apartment-with-exceptional-finishing
Brand New 4 Bedroom Fully Deatched Duplex For Super Distress,"Lekki Palm City Estate, Ajah, Lagos","₦135,000,000",4 Bed,4 Bath,5 Toilet,"Preston N Andre Properties

  08029863435",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922801/0684ec96ca425b-brand-new-4-bedroom-fully-deatched-duplex-for-super-distress-detached-duplexes-for-sale-ajah-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2922801-brand-new-4-bedroom-fully-deatched-duplex-for-super-distress
4 Bedroom Detached House On 1702 Sqm Of Land,"Lily Estate, Amuwo Odofin, Lagos","₦575,000,000",4 Bed,,,"Posh Properties

  08036176437",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2850396/06815cb18798fe-4-bedroom-detached-house-on-1702-sqm-of-land-for-sale-amuwo-odofin-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/amuwo-odofin/2850396-4-bedroom-detached-house-on-1702-sqm-of-land
Luxury & Smart 3 Bedroom Detached  Bungalow +studio Bq,"Eleko, Ibeju Lekki, Lagos","₦85,000,000",3 Bed,3 Bath,4 Toilet,"Professional Realtors Network

  +2348132490290",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2909174/06843b61d3c22d-luxury-smart-3bedroom-detached-bungalow-studio-bq-detached-bungalows-for-sale-eleko-lekki-ibeju-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/eleko/2909174-luxury-smart-3-bedroom-detached-bungalow-studio-bq
Sophisticated 5-bedroom Fully Detached Duplex With Cinema,"Osapa London, Lekki, Lagos","₦1,200,000,000",5 Bed,5 Bath,6 Toilet,"Tomaqproperties

  08147606561",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922748/0684eb98edc05c-sophisticated-5-bedroom-fully-detached-duplex-with-cinema-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922748-sophisticated-5-bedroom-fully-detached-duplex-with-cinema
"Prestigious 5-bedroom Fully Detached Duplex With Cinema, Rooftop Terra","Osapa London, Lekki, Lagos","₦1,300,000,000",5 Bed,5 Bath,6 Toilet,"Tomaqproperties

  08147606561",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922742/0684eb88e20da1-prestigious-5-bedroom-fully-detached-duplex-with-cinema-rooftop-terra-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922742-prestigious-5-bedroom-fully-detached-duplex-with-cinema-rooftop-terra
"Stylish 5-bedroom Fully Detached Duplex With Rooftop Terrace, Swimming","Osapa London, Lekki, Lagos","₦550,000,000",5 Bed,5 Bath,6 Toilet,"Tomaqproperties

  08147606561",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922737/0684eb7d4f0301-stylish-5-bedroom-fully-detached-duplex-with-rooftop-terrace-swimming-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922737-stylish-5-bedroom-fully-detached-duplex-with-rooftop-terrace-swimming
"Exquisite 5-bedroom Fully Detached Duplex With Cinema, Rooftop Terrace","Osapa London, Lekki, Lagos","₦1,680,000,000",5 Bed,5 Bath,6 Toilet,"Tomaqproperties

  08147606561",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922730/0684eb6b83b832-exquisite-5-bedroom-fully-detached-duplex-with-cinema-rooftop-terrace-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922730-exquisite-5-bedroom-fully-detached-duplex-with-cinema-rooftop-terrace
5 Bedroom Fully Detached Duplex With Bq & Swimming Pool,"Chevron Estate, Lekki, Lagos","₦380,000,000",5 Bed,5 Bath,6 Toilet,"D's Martins Nig Enterprise

  07034881125",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2799528/067ed7764439ec-5-bedroom-fully-detached-duplex-with-bq-swimming-pool-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2799528-5-bedroom-fully-detached-duplex-with-bq-swimming-pool
Newly Built 4 Bedroom Townhouses,"Ikate, Lekki, Lagos","₦245,000,000",4 Bed,4 Bath,5 Toilet,"Bera Deals

  07065266133",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922735/0684eb90861eed-newly-built-4-bedroom-townhouses-terraced-duplexes-for-sale-ikate-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/2922735-newly-built-4-bedroom-townhouses
5 Bedroom Detached Duplex,"Vgc, VGC, Lekki, Lagos","₦220,000,000",5 Bed,6 Bath,6 Toilet,"Sotheby's Realty Limited

  +2347039109168",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922732/0684eb731d4574-5-bedroom-detached-duplex-detached-duplexes-for-sale-victoria-garden-city-lekki-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/victoria-garden-city/2922732-5-bedroom-detached-duplex
